FECHA_INSCRIPCION,FECHA_NACIMIENTO,GENERO,DESCRIPCION_SUBTIPO
02JAN2020:09:40:00,10DEC2014:00:00:00,Femenino,Adopción Plena
19DEC2019:10:46:27,13AUG2009:00:00:00,Masculino,Adopción Plena
19DEC2019:10:33:23,09SEP2007:00:00:00,Femenino,Adopción Plena
19DEC2019:11:59:49,02MAY1977:00:00:00,Masculino,Adopción Simple
17OCT2019:09:44:05,08MAR2018:00:00:00,Femenino,Adopción Plena
19NOV2019:10:59:23,10JAN2009:00:00:00,Masculino,Adopción Plena
09OCT2019:14:24:01,03JAN2007:00:00:00,Masculino,Adopción Plena
08OCT2019:12:11:35,14JUN2005:00:00:00,Femenino,Adopción Plena
16DEC2019:13:52:49,12MAY1998:00:00:00,Femenino,Adopción Plena
16DEC2019:15:07:24,20JAN2017:00:00:00,Masculino,Adopción Plena
05DEC2019:10:24:07,24SEP2016:00:00:00,Femenino,Adopción Plena
05DEC2019:10:37:27,22OCT1994:00:00:00,Masculino,Adopción Plena
12DEC2019:11:19:38,30APR2003:00:00:00,Masculino,Adopción Plena
07NOV2019:11:31:41,03OCT1975:00:00:00,Femenino,Adopción Simple
06NOV2019:09:59:25,07DEC2002:00:00:00,Masculino,Adopción Plena
07NOV2019:11:55:36,12OCT1982:00:00:00,Femenino,Adopción Simple
11NOV2019:11:51:35,25SEP2010:00:00:00,Femenino,Adopción Plena
08NOV2019:15:08:04,04FEB2009:00:00:00,Masculino,Adopción Plena
06DEC2019:09:18:41,04MAR2016:00:00:00,Femenino,Adopción Plena
05NOV2019:10:38:45,25JUN2015:00:00:00,Femenino,Adopción Plena
11NOV2019:10:12:36,14JAN2016:00:00:00,Masculino,Adopción Plena
05NOV2019:10:57:06,06SEP2016:00:00:00,Femenino,Adopción Plena
05NOV2019:11:41:56,21MAR2010:00:00:00,Masculino,Adopción Plena
11DEC2019:11:06:51,17MAR2014:00:00:00,Masculino,Adopción Plena
08OCT2019:11:10:19,26SEP2002:00:00:00,Masculino,Adopción Plena
06DEC2019:12:56:15,26SEP2002:00:00:00,Masculino,Adopción Plena
11DEC2019:13:35:29,21MAY2007:00:00:00,Femenino,Adopción Plena
11DEC2019:14:52:10,15JUN2018:00:00:00,Masculino,Adopción Plena
12AUG2019:15:24:28,21OCT2008:00:00:00,Masculino,Adopción Plena
15AUG2019:14:44:54,17APR2007:00:00:00,Masculino,Adopción Simple
04JUL2019:13:33:35,08MAY2017:00:00:00,Femenino,Adopción Plena
12JUL2019:15:43:10,09NOV1998:00:00:00,Masculino,Adopción Plena
07AUG2019:15:17:46,20AUG2017:00:00:00,Masculino,Adopción Plena
18JUL2019:12:48:33,06NOV2003:00:00:00,Masculino,Adopción Plena
25NOV2019:09:53:01,02MAR2017:00:00:00,Masculino,Adopción Plena
25NOV2019:09:49:15,18JAN2018:00:00:00,Femenino,Adopción Plena
29OCT2019:12:12:13,08OCT2014:00:00:00,Masculino,Adopción Simple
08OCT2019:15:49:46,24MAY2007:00:00:00,Femenino,Adopción Simple
20NOV2019:15:12:12,24APR2013:00:00:00,Femenino,Adopción Plena
30OCT2019:13:15:42,26SEP2016:00:00:00,Femenino,Adopción Plena
31OCT2019:10:11:37,15MAR2008:00:00:00,Femenino,Adopción Plena
31OCT2019:10:15:12,17JUL2011:00:00:00,Masculino,Adopción Plena
29AUG2019:11:29:04,08DEC2013:00:00:00,Masculino,Adopción Plena
10SEP2019:10:04:24,23AUG2011:00:00:00,Masculino,Adopción Plena
17SEP2019:12:09:11,17DEC2017:00:00:00,Femenino,Adopción Plena
26AUG2019:11:31:35,27SEP1998:00:00:00,Masculino,Adopción Simple
06SEP2019:10:10:22,29MAR2011:00:00:00,Femenino,Adopción Plena
06SEP2019:13:13:05,17JUL2003:00:00:00,Masculino,Adopción Plena
06AUG2019:09:25:58,19JAN2017:00:00:00,Masculino,Adopción Plena
04SEP2019:09:28:47,14FEB2002:00:00:00,Femenino,Adopción Plena
22AUG2019:12:06:16,10AUG2006:00:00:00,Masculino,Adopción Plena
01OCT2019:11:12:24,13MAY2018:00:00:00,Masculino,Adopción Plena
02OCT2019:11:18:20,11APR2011:00:00:00,Masculino,Adopción Plena
02OCT2019:11:26:59,22MAY2013:00:00:00,Masculino,Adopción Plena
17JUL2019:11:48:18,31OCT2005:00:00:00,Masculino,Adopción Plena
12SEP2019:11:33:36,22AUG2018:00:00:00,Masculino,Adopción Plena
17JUL2019:11:38:39,24JUN2004:00:00:00,Femenino,Adopción Plena
17JUL2019:11:56:33,14DEC2010:00:00:00,Masculino,Adopción Plena
02AUG2019:11:37:00,28NOV2008:00:00:00,Femenino,Adopción Plena
18JUL2019:16:32:27,04MAR2006:00:00:00,Femenino,Adopción Simple
19JUL2019:11:13:29,13FEB2012:00:00:00,Femenino,Adopción Simple
06SEP2019:09:47:40,30OCT2008:00:00:00,Masculino,Adopción Plena
27AUG2019:12:01:40,11DEC2012:00:00:00,Femenino,Adopción Plena
12JUL2019:14:24:32,19JUN2017:00:00:00,Masculino,Adopción Plena
01OCT2019:14:48:33,07MAY1994:00:00:00,Masculino,Adopción Plena
25SEP2019:11:31:09,19JUL2013:00:00:00,Femenino,Adopción Plena
22AUG2019:13:23:31,27NOV1975:00:00:00,Femenino,Adopción Plena
04JUL2019:11:53:32,09APR2017:00:00:00,Femenino,Adopción Plena
21AUG2019:14:43:40,23OCT2003:00:00:00,Femenino,Adopción Plena
26AUG2019:10:46:21,04MAY1996:00:00:00,Femenino,Adopción Simple
14AUG2019:08:57:29,20DEC2008:00:00:00,Masculino,Adopción Plena
27SEP2019:13:17:32,27APR1967:00:00:00,Femenino,Adopción Plena
25SEP2019:13:38:53,27SEP1993:00:00:00,Femenino,Adopción Plena
23SEP2019:09:32:00,27SEP1999:00:00:00,Masculino,Adopción Plena
15AUG2019:14:08:35,07MAY2016:00:00:00,Femenino,Adopción Plena
17SEP2019:10:55:06,01JUL2015:00:00:00,Femenino,Adopción Plena
05AUG2019:15:01:43,21AUG2004:00:00:00,Masculino,Adopción Plena
18SEP2019:09:50:27,27NOV1999:00:00:00,Masculino,Adopción Plena
22JUL2019:09:07:28,05MAY2009:00:00:00,Masculino,Adopción Plena
19SEP2019:11:39:00,13DEC2012:00:00:00,Masculino,Adopción Plena
10SEP2019:14:48:03,05OCT2005:00:00:00,Masculino,Adopción Plena
12SEP2019:12:39:37,04JAN2012:00:00:00,Masculino,Adopción Plena
17SEP2019:14:05:27,02JAN2004:00:00:00,Femenino,Adopción Plena
10MAY2019:11:28:18,07MAY2014:00:00:00,Masculino,Adopción Plena
07MAY2019:10:48:33,19JUL2004:00:00:00,Femenino,Adopción Plena
17MAY2019:10:54:57,17OCT2017:00:00:00,Femenino,Adopción Plena
16APR2019:12:44:17,23JUN2015:00:00:00,Masculino,Adopción Plena
04JUN2019:12:15:00,24AUG1989:00:00:00,Femenino,Adopción Plena
20MAY2019:09:48:07,01SEP2003:00:00:00,Masculino,Adopción Plena
12APR2019:12:42:46,15JUN2009:00:00:00,Femenino,Adopción Plena
26JUL2019:11:37:15,15JAN2004:00:00:00,Masculino,Adopción Plena
14MAY2019:09:21:29,31JUL2013:00:00:00,Femenino,Adopción Plena
14MAY2019:10:13:37,17JAN2006:00:00:00,Masculino,Adopción Plena
31MAY2019:14:17:05,25MAY1990:00:00:00,Masculino,Adopción Plena
06MAY2019:14:43:50,10NOV2008:00:00:00,Masculino,Adopción Plena
08MAY2019:10:10:49,21SEP2015:00:00:00,Masculino,Adopción Plena
23APR2019:13:12:30,20SEP1995:00:00:00,Masculino,Adopción Plena
26APR2019:10:41:59,20JUN2014:00:00:00,Femenino,Adopción Plena
10MAY2019:09:37:13,12JAN2013:00:00:00,Masculino,Adopción Plena
17MAY2019:14:24:02,16MAR1965:00:00:00,Femenino,Adopción Plena
03APR2019:15:11:13,03JAN2013:00:00:00,Femenino,Adopción Plena
16MAY2019:11:49:05,24MAY2013:00:00:00,Femenino,Adopción Plena
26JUN2019:10:01:34,10JUN2013:00:00:00,Femenino,Adopción Plena
24APR2019:15:45:35,27FEB2012:00:00:00,Masculino,Adopción Plena
12APR2019:09:21:31,07NOV2003:00:00:00,Femenino,Adopción Plena
09APR2019:12:20:03,30JUL1991:00:00:00,Femenino,Adopción Plena
27MAY2019:14:27:45,19AUG2017:00:00:00,Femenino,Adopción Plena
09APR2019:12:54:27,07JUN2005:00:00:00,Masculino,Adopción Plena
04JUN2019:10:36:24,13JAN2004:00:00:00,Masculino,Adopción Plena
21MAY2019:12:25:25,13NOV2005:00:00:00,Masculino,Adopción Plena
16APR2019:12:34:37,13JUL2009:00:00:00,Femenino,Adopción Plena
22APR2019:13:00:19,09MAR2001:00:00:00,Masculino,Adopción Plena
03JUN2019:10:03:42,13JUN2008:00:00:00,Masculino,Adopción Plena
03JUN2019:12:05:31,25MAY2018:00:00:00,Masculino,Adopción Plena
14JUN2019:11:21:07,29JAN2010:00:00:00,Femenino,Adopción Plena
13JUN2019:09:11:59,20FEB1999:00:00:00,Femenino,Adopción Plena
14JUN2019:11:30:03,14JUN2004:00:00:00,Femenino,Adopción Plena
05JUN2019:13:07:50,24SEP2017:00:00:00,Femenino,Adopción Plena
11JUN2019:13:51:32,23FEB2016:00:00:00,Femenino,Adopción Plena
12JUN2019:08:38:17,12APR2010:00:00:00,Femenino,Adopción Plena
06MAY2019:14:56:58,09JUL2010:00:00:00,Masculino,Adopción Plena
10JUN2019:13:15:21,06MAR2008:00:00:00,Femenino,Adopción Plena
03MAY2019:10:27:19,17MAY2012:00:00:00,Masculino,Adopción Plena
03JUN2019:14:34:10,24SEP2015:00:00:00,Masculino,Adopción Plena
28MAY2019:09:30:47,10MAR2011:00:00:00,Masculino,Adopción Plena
03MAY2019:14:47:12,27OCT2008:00:00:00,Masculino,Adopción Plena
24MAY2019:10:46:00,03JUL2007:00:00:00,Masculino,Adopción Simple
29APR2019:12:30:47,15FEB2013:00:00:00,Femenino,Adopción Plena
04APR2019:10:19:22,02MAR2006:00:00:00,Femenino,Adopción Plena
12MAR2019:14:29:04,17SEP2001:00:00:00,Femenino,Adopción Plena
08MAR2019:15:32:17,24NOV1992:00:00:00,Femenino,Adopción Simple
16MAY2019:15:01:35,26DEC2008:00:00:00,Masculino,Adopción Simple
02JUL2019:10:33:02,14AUG1999:00:00:00,Femenino,Adopción Plena
25MAR2019:09:31:48,09AUG2016:00:00:00,Femenino,Adopción Plena
04APR2019:10:33:36,05NOV2007:00:00:00,Femenino,Adopción Plena
22JAN2019:14:30:56,01JUL2016:00:00:00,Masculino,Adopción Plena
27JUN2019:11:48:37,26DEC2005:00:00:00,Masculino,Adopción Plena
25JUN2019:12:48:13,02JUN2009:00:00:00,Femenino,Adopción Simple
28JUN2019:12:51:35,01NOV2016:00:00:00,Masculino,Adopción Plena
26JUN2019:11:32:36,13OCT2002:00:00:00,Femenino,Adopción Plena
03APR2019:14:48:30,28APR2011:00:00:00,Femenino,Adopción Plena
03APR2019:14:41:50,14FEB2010:00:00:00,Femenino,Adopción Plena
11MAR2019:12:54:48,27JUN2006:00:00:00,Femenino,Adopción Plena
29MAR2019:15:00:03,09APR1998:00:00:00,Masculino,Adopción Simple
08JAN2019:10:58:11,23MAR2002:00:00:00,Masculino,Adopción Plena
11MAR2019:11:53:57,06MAR2009:00:00:00,Femenino,Adopción Plena
13FEB2019:10:49:06,24MAR2005:00:00:00,Femenino,Adopción Plena
01MAR2019:09:18:44,14MAR2001:00:00:00,Masculino,Adopción Plena
14MAR2019:15:18:12,10FEB2000:00:00:00,Masculino,Adopción Plena
26FEB2019:09:40:36,11FEB2012:00:00:00,Masculino,Adopción Plena
18FEB2019:14:43:34,24APR1990:00:00:00,Femenino,Adopción Plena
21MAR2019:14:21:20,12AUG2017:00:00:00,Femenino,Adopción Plena
26MAR2019:15:24:03,24MAR1995:00:00:00,Masculino,Adopción Plena
12FEB2019:14:11:28,12MAR2000:00:00:00,Femenino,Adopción Simple
27MAR2019:09:42:30,15SEP2011:00:00:00,Masculino,Adopción Plena
27MAR2019:09:56:14,05MAR2010:00:00:00,Masculino,Adopción Plena
25MAR2019:11:01:11,10OCT1980:00:00:00,Femenino,Adopción Simple
18MAR2019:12:30:40,01NOV2015:00:00:00,Femenino,Adopción Plena
18MAR2019:14:31:10,31MAY2004:00:00:00,Masculino,Adopción Plena
18MAR2019:15:14:02,09AUG2016:00:00:00,Masculino,Adopción Plena
03JAN2019:14:25:50,04JAN1991:00:00:00,Femenino,Adopción Plena
06MAR2019:10:28:45,20OCT1998:00:00:00,Femenino,Adopción Plena
08MAR2019:15:00:15,04OCT1994:00:00:00,Masculino,Adopción Simple
15MAR2019:09:41:11,06DEC2008:00:00:00,Masculino,Adopción Plena
14MAR2019:15:38:38,29MAY2004:00:00:00,Masculino,Adopción Plena
15MAR2019:11:38:28,16MAY2014:00:00:00,Masculino,Adopción Plena
03DEC2018:15:38:16,04DEC1969:00:00:00,Masculino,Adopción Simple
27DEC2018:10:47:18,27JAN2005:00:00:00,Femenino,Adopción Plena
22OCT2018:09:16:18,18FEB2011:00:00:00,Femenino,Adopción Plena
05DEC2018:09:36:38,09JUL2006:00:00:00,Femenino,Adopción Plena
23OCT2018:11:37:36,03AUG1991:00:00:00,Masculino,Adopción Simple
06DEC2018:12:36:52,26JUN2016:00:00:00,Masculino,Adopción Plena
29OCT2018:09:34:17,15JUN1976:00:00:00,Femenino,Adopción Simple
04DEC2018:12:45:17,07FEB2011:00:00:00,Masculino,Adopción Plena
17OCT2018:12:29:08,17JAN2001:00:00:00,Femenino,Adopción Plena
18DEC2018:14:03:11,01NOV2007:00:00:00,Masculino,Adopción Plena
27MAR2019:12:46:02,25AUG2014:00:00:00,Femenino,Adopción Plena
29MAR2019:14:13:34,01MAR1994:00:00:00,Masculino,Adopción Simple
17OCT2018:12:00:08,27DEC2005:00:00:00,Femenino,Adopción Plena
31OCT2018:09:57:27,30JAN2007:00:00:00,Femenino,Adopción Plena
28MAR2019:11:13:05,14NOV2009:00:00:00,Femenino,Adopción Plena
17OCT2018:11:48:26,27SEP2008:00:00:00,Masculino,Adopción Plena
22NOV2018:13:39:20,30JUL2014:00:00:00,Masculino,Adopción Plena
11DEC2018:12:31:40,15MAR2001:00:00:00,Femenino,Adopción Plena
14DEC2018:14:32:38,23MAY2009:00:00:00,Femenino,Adopción Plena
12NOV2018:09:26:25,11JAN2008:00:00:00,Femenino,Adopción Plena
27DEC2018:11:14:59,31MAR2004:00:00:00,Femenino,Adopción Plena
28DEC2018:10:04:59,15AUG2013:00:00:00,Masculino,Adopción Plena
01NOV2018:11:54:28,23JUN1996:00:00:00,Masculino,Adopción Simple
18OCT2018:14:39:41,25DEC2011:00:00:00,Masculino,Adopción Plena
05NOV2018:15:24:02,29JUL2012:00:00:00,Femenino,Adopción Plena
05OCT2018:12:45:12,27APR2014:00:00:00,Masculino,Adopción Plena
26OCT2018:11:14:31,19OCT2014:00:00:00,Masculino,Adopción Plena
17OCT2018:09:55:50,17NOV2011:00:00:00,Masculino,Adopción Plena
12NOV2018:09:54:14,12JUL1999:00:00:00,Femenino,Adopción Plena
27DEC2018:11:34:11,11OCT1990:00:00:00,Femenino,Adopción Plena
23OCT2018:11:53:33,09MAY2016:00:00:00,Masculino,Adopción Plena
20NOV2018:13:00:43,06JAN1997:00:00:00,Femenino,Adopción Plena
20NOV2018:14:05:43,30JUL2008:00:00:00,Masculino,Adopción Plena
21NOV2018:10:58:59,03MAR1998:00:00:00,Femenino,Adopción Plena
21NOV2018:15:38:15,10FEB2009:00:00:00,Masculino,Adopción Plena
14NOV2018:11:05:56,14AUG2014:00:00:00,Masculino,Adopción Plena
19OCT2018:08:25:46,08JUL2006:00:00:00,Masculino,Adopción Plena
07DEC2018:13:37:17,17APR1984:00:00:00,Masculino,Adopción Plena
17OCT2018:12:52:41,23MAY2012:00:00:00,Masculino,Adopción Plena
31OCT2018:12:45:08,08SEP2008:00:00:00,Femenino,Adopción Plena
03DEC2018:10:25:06,05AUG2016:00:00:00,Masculino,Adopción Plena
18OCT2018:09:38:47,23MAR2006:00:00:00,Masculino,Adopción Plena
18OCT2018:12:27:24,23JUL2010:00:00:00,Femenino,Adopción Plena
03DEC2018:13:25:12,16DEC2015:00:00:00,Masculino,Adopción Plena
17OCT2018:09:24:43,29JUN2015:00:00:00,Femenino,Adopción Plena
26OCT2018:13:01:17,10AUG1999:00:00:00,Masculino,Adopción Plena
26OCT2018:14:31:24,04NOV2015:00:00:00,Masculino,Adopción Plena
17OCT2018:10:18:45,26JUL2013:00:00:00,Masculino,Adopción Plena
05OCT2018:12:35:45,06APR2012:00:00:00,Masculino,Adopción Plena
14NOV2018:10:54:11,19NOV2015:00:00:00,Masculino,Adopción Plena
16NOV2018:12:41:59,30OCT2008:00:00:00,Masculino,Adopción Plena
25OCT2018:15:21:37,29DEC2005:00:00:00,Femenino,Adopción Plena
14NOV2018:11:56:53,31JAN2007:00:00:00,Femenino,Adopción Plena
14NOV2018:12:05:02,10JUN2008:00:00:00,Masculino,Adopción Plena
17OCT2018:11:36:06,21APR2004:00:00:00,Masculino,Adopción Plena
14NOV2018:15:40:06,02NOV2002:00:00:00,Masculino,Adopción Plena
21NOV2018:15:21:47,13JUN2002:00:00:00,Femenino,Adopción Plena
21NOV2018:15:32:08,01AUG2006:00:00:00,Femenino,Adopción Plena
26OCT2018:10:12:43,28MAR2013:00:00:00,Femenino,Adopción Plena
26OCT2018:10:33:59,20JUL1964:00:00:00,Femenino,Adopción Simple
20NOV2018:13:28:28,17JUN1995:00:00:00,Masculino,Adopción Plena
12NOV2018:09:41:42,28NOV2016:00:00:00,Femenino,Adopción Plena
02JAN2019:10:32:00,23AUG2016:00:00:00,Femenino,Adopción Plena
23OCT2018:09:20:04,20DEC2009:00:00:00,Femenino,Adopción Plena
23OCT2018:09:36:05,09OCT2010:00:00:00,Masculino,Adopción Plena
08OCT2018:10:22:50,23APR2015:00:00:00,Masculino,Adopción Plena
23JUL2018:09:36:26,01AUG2010:00:00:00,Femenino,Adopción Plena
08AUG2018:15:17:22,19SEP2013:00:00:00,Masculino,Adopción Plena
29AUG2018:10:48:35,01JUL2016:00:00:00,Femenino,Adopción Plena
23OCT2018:09:50:02,17JAN2016:00:00:00,Masculino,Adopción Plena
27DEC2018:12:58:27,21FEB1982:00:00:00,Masculino,Adopción Plena
27AUG2018:13:59:36,08DEC2015:00:00:00,Femenino,Adopción Plena
03SEP2018:10:50:28,08DEC2011:00:00:00,Masculino,Adopción Plena
19JUL2018:13:18:00,24FEB2015:00:00:00,Masculino,Adopción Simple
24JUL2018:14:18:03,13SEP1989:00:00:00,Femenino,Adopción Plena
05NOV2018:15:17:15,30MAR2011:00:00:00,Masculino,Adopción Plena
05NOV2018:15:32:43,06JUL2013:00:00:00,Masculino,Adopción Plena
22OCT2018:08:38:48,04AUG2008:00:00:00,Masculino,Adopción Plena
20DEC2018:14:12:19,22MAY2009:00:00:00,Femenino,Adopción Plena
05NOV2018:12:34:44,30NOV2004:00:00:00,Masculino,Adopción Simple
14DEC2018:09:44:28,08MAR2013:00:00:00,Femenino,Adopción Plena
02OCT2018:14:05:54,20SEP2013:00:00:00,Masculino,Adopción Plena
04SEP2018:10:28:42,16JUL1990:00:00:00,Femenino,Adopción Plena
31JUL2018:12:58:07,16JUL2015:00:00:00,Femenino,Adopción Plena
08AUG2018:12:26:51,27MAR2013:00:00:00,Masculino,Adopción Plena
28AUG2018:11:14:09,25JUN2014:00:00:00,Masculino,Adopción Plena
23JUL2018:11:15:21,21AUG2002:00:00:00,Femenino,Adopción Plena
31AUG2018:15:31:03,05FEB2009:00:00:00,Femenino,Adopción Plena
10AUG2018:15:03:16,14AUG2006:00:00:00,Femenino,Adopción Plena
14SEP2018:10:08:29,14JUL2009:00:00:00,Femenino,Adopción Plena
24JUL2018:14:44:01,05JUN2016:00:00:00,Masculino,Adopción Plena
04OCT2018:14:26:10,23JUL2002:00:00:00,Femenino,Adopción Plena
05SEP2018:09:11:20,06AUG2007:00:00:00,Masculino,Adopción Plena
04OCT2018:14:43:33,20MAR1990:00:00:00,Femenino,Adopción Plena
29AUG2018:10:59:13,08JUN2009:00:00:00,Masculino,Adopción Plena
03SEP2018:10:40:17,04SEP2007:00:00:00,Masculino,Adopción Plena
29AUG2018:11:06:25,21SEP2007:00:00:00,Masculino,Adopción Plena
30AUG2018:10:06:15,17APR2008:00:00:00,Femenino,Adopción Plena
11SEP2018:14:06:43,17AUG2005:00:00:00,Femenino,Adopción Plena
12SEP2018:12:04:36,29MAY2017:00:00:00,Masculino,Adopción Plena
17AUG2018:12:34:39,02MAY2007:00:00:00,Femenino,Adopción Simple
24SEP2018:13:45:24,07FEB2003:00:00:00,Masculino,Adopción Simple
12SEP2018:12:50:59,13NOV2015:00:00:00,Femenino,Adopción Plena
20SEP2018:09:40:25,20DEC1971:00:00:00,Masculino,Adopción Simple
20SEP2018:11:03:10,30AUG2006:00:00:00,Femenino,Adopción Plena
03OCT2018:11:05:40,22APR2004:00:00:00,Femenino,Adopción Plena
07AUG2018:13:11:43,09MAR1995:00:00:00,Masculino,Adopción Plena
21SEP2018:09:43:37,20DEC2000:00:00:00,Femenino,Adopción Plena
24SEP2018:14:11:28,06AUG2007:00:00:00,Femenino,Adopción Plena
17AUG2018:09:50:09,28DEC1993:00:00:00,Femenino,Adopción Plena
17SEP2018:12:53:25,20DEC2006:00:00:00,Masculino,Adopción Plena
27SEP2018:11:48:49,11SEP1995:00:00:00,Masculino,Adopción Plena
21SEP2018:13:09:21,20JAN2013:00:00:00,Femenino,Adopción Plena
20SEP2018:10:54:20,27NOV2014:00:00:00,Masculino,Adopción Plena
20JUL2018:14:17:05,05SEP1987:00:00:00,Masculino,Adopción Plena
18SEP2018:14:11:52,11APR2007:00:00:00,Femenino,Adopción Plena
18SEP2018:14:54:14,20FEB2007:00:00:00,Femenino,Adopción Plena
11SEP2018:14:38:19,30JAN2016:00:00:00,Masculino,Adopción Plena
15AUG2018:13:14:21,03JUL2002:00:00:00,Masculino,Adopción Plena
03AUG2018:09:54:04,09MAR2008:00:00:00,Femenino,Adopción Plena
14SEP2018:11:17:16,08JUN2012:00:00:00,Femenino,Adopción Plena
15AUG2018:15:01:40,27FEB1990:00:00:00,Femenino,Adopción Plena
15AUG2018:15:09:31,16MAY1994:00:00:00,Femenino,Adopción Plena
06SEP2018:11:38:20,28AUG2007:00:00:00,Femenino,Adopción Plena
06SEP2018:11:55:00,22APR2005:00:00:00,Masculino,Adopción Plena
12SEP2018:12:57:12,03OCT2016:00:00:00,Femenino,Adopción Plena
03AUG2018:09:46:05,22MAR2006:00:00:00,Masculino,Adopción Plena
15JUN2018:12:06:28,28AUG2001:00:00:00,Masculino,Adopción Plena
08JUN2018:10:16:42,13APR2000:00:00:00,Femenino,Adopción Plena
15MAY2018:11:52:51,04NOV1992:00:00:00,Femenino,Adopción Plena
03JUL2018:11:02:31,24OCT2000:00:00:00,Femenino,Adopción Plena
21JUN2018:11:20:49,11FEB2010:00:00:00,Masculino,Adopción Plena
13JUL2018:11:38:00,29AUG2016:00:00:00,Femenino,Adopción Plena
17MAY2018:12:44:58,04MAY2004:00:00:00,Masculino,Adopción Plena
17JUL2018:11:56:30,03JAN1994:00:00:00,Femenino,Adopción Plena
02OCT2018:09:58:08,09NOV2015:00:00:00,Femenino,Adopción Plena
14JUN2018:11:04:28,01MAR2007:00:00:00,Masculino,Adopción Plena
16MAY2018:13:11:57,21MAR2017:00:00:00,Masculino,Adopción Plena
06JUL2018:14:55:17,28MAY2013:00:00:00,Femenino,Adopción Plena
24AUG2018:10:31:02,25DEC2015:00:00:00,Masculino,Adopción Plena
22JUN2018:11:26:21,16NOV2010:00:00:00,Femenino,Adopción Plena
03MAY2018:14:32:53,26OCT2010:00:00:00,Femenino,Adopción Plena
22JUN2018:12:50:33,03OCT2016:00:00:00,Masculino,Adopción Plena
15MAY2018:14:49:55,01OCT2003:00:00:00,Masculino,Adopción Plena
27JUN2018:11:40:10,18AUG2005:00:00:00,Masculino,Adopción Plena
05JUL2018:10:54:30,26JAN2004:00:00:00,Masculino,Adopción Plena
15MAY2018:11:26:23,13AUG1992:00:00:00,Femenino,Adopción Plena
04JUL2018:11:50:32,27JAN2007:00:00:00,Masculino,Adopción Plena
18JUN2018:10:27:45,17MAR2013:00:00:00,Femenino,Adopción Plena
31MAY2018:14:09:00,24OCT2012:00:00:00,Femenino,Adopción Plena
02MAY2018:09:50:08,30JAN1999:00:00:00,Masculino,Adopción Plena
22JUN2018:11:47:47,01NOV2011:00:00:00,Masculino,Adopción Plena
13JUN2018:12:04:21,22FEB2011:00:00:00,Masculino,Adopción Plena
08MAY2018:14:35:38,12FEB2010:00:00:00,Masculino,Adopción Plena
21JUN2018:11:04:50,08JUL2007:00:00:00,Masculino,Adopción Plena
26JUN2018:15:04:33,03MAR1990:00:00:00,Masculino,Adopción Plena
07MAY2018:12:36:27,22SEP2001:00:00:00,Masculino,Adopción Plena
27APR2018:13:06:08,23MAR2005:00:00:00,Masculino,Adopción Simple
21JUN2018:11:50:24,21NOV2011:00:00:00,Masculino,Adopción Simple
07MAY2018:10:44:37,09NOV2010:00:00:00,Masculino,Adopción Plena
27APR2018:10:15:29,23MAR2005:00:00:00,Masculino,Adopción Simple
09MAY2018:13:45:36,23DEC2000:00:00:00,Masculino,Adopción Plena
26APR2018:11:37:23,24AUG2006:00:00:00,Femenino,Adopción Plena
02MAY2018:12:16:01,10FEB2006:00:00:00,Femenino,Adopción Simple
02MAY2018:12:26:47,04SEP1969:00:00:00,Femenino,Adopción Simple
09MAY2018:11:56:18,31MAY2011:00:00:00,Masculino,Adopción Plena
09MAY2018:12:02:59,16MAR2013:00:00:00,Masculino,Adopción Plena
22MAY2018:12:11:46,11MAR2015:00:00:00,Masculino,Adopción Plena
22MAY2018:11:57:57,11MAR2015:00:00:00,Femenino,Adopción Plena
09MAY2018:12:12:14,10JUN2016:00:00:00,Femenino,Adopción Plena
26APR2018:11:47:25,06JAN2010:00:00:00,Femenino,Adopción Plena
08JUN2018:09:53:48,01SEP2009:00:00:00,Femenino,Adopción Plena
06JUN2018:11:45:53,13SEP2012:00:00:00,Masculino,Adopción Plena
17MAY2018:10:13:54,31MAR2003:00:00:00,Femenino,Adopción Plena
13JUL2018:14:24:29,06SEP2000:00:00:00,Femenino,Adopción Plena
18MAY2018:09:17:04,08NOV1997:00:00:00,Masculino,Adopción Plena
17JUL2018:11:50:01,13FEB1999:00:00:00,Femenino,Adopción Plena
17MAY2018:14:46:38,10JUL2007:00:00:00,Femenino,Adopción Plena
15MAY2018:11:33:36,27FEB1995:00:00:00,Femenino,Adopción Plena
15MAY2018:10:01:49,22MAY2001:00:00:00,Femenino,Adopción Plena
31MAY2018:12:05:30,01APR2015:00:00:00,Masculino,Adopción Plena
08MAY2018:09:17:55,26MAY1981:00:00:00,Masculino,Adopción Plena
04JUL2018:11:38:28,09AUG2010:00:00:00,Masculino,Adopción Plena
06JUL2018:10:46:24,23MAY2003:00:00:00,Femenino,Adopción Plena
30MAY2018:14:33:26,07JAN2009:00:00:00,Femenino,Adopción Simple
06JUL2018:12:44:05,13APR2001:00:00:00,Masculino,Adopción Plena
16MAR2018:14:43:48,30JUL2002:00:00:00,Femenino,Adopción Plena
19MAR2018:10:14:08,26AUG2016:00:00:00,Femenino,Adopción Plena
15FEB2018:11:35:14,14JUN2010:00:00:00,Masculino,Adopción Simple
05FEB2018:09:51:26,02MAY2016:00:00:00,Femenino,Adopción Plena
25APR2018:11:42:50,17JUL2016:00:00:00,Masculino,Adopción Plena
15FEB2018:11:16:54,14JUN2010:00:00:00,Masculino,Adopción Simple
